"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25"
"9000",2365,1,1994,48,9,0,0,3978,0,9,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0
"9001",2366,0,1994,25,7,0,0,3500,0,11.5,0,0,1,0,0,0,1,0,0,0,1,2,0,0,0
"9002",2367,1,1984,57,4,1,100,9000,0,11,0,1,0,0,0,0,0,0,0,0,0,9,0,1,0
"9003",2367,1,1985,58,5,1,100,8200,0,11,0,1,0,0,0,0,0,0,0,0,0,6,0,1,0
"9004",2367,1,1986,59,4,1,100,6540,0,11,0,1,0,0,0,0,0,0,0,0,0,7,0,1,0
"9005",2367,1,1987,60,3,0,100,7000,0,11,0,1,0,0,0,0,0,0,0,0,0,16,1,1,0
"9006",2367,1,1988,61,3,1,100,1670.03,0,11,0,1,0,0,0,0,0,0,0,0,0,6,1,1,0
"9007",2367,1,1991,64,2,1,100,6700,0,11,0,1,0,0,0,0,0,0,0,0,0,4,0,1,0
"9008",2368,0,1984,30,5,0,0,9000,0,11.5,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0
"9009",2369,0,1984,28,8,0,0,9000,0,10.5,0,1,0,0,0,0,1,1,0,0,0,6,0,1,0
"9010",2369,0,1986,30,7,0,0,6540,0,10.5,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0
"9011",2369,0,1987,31,5,1,7.649712,7000,0,10.5,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0
"9012",2369,0,1988,32,5,0,0,2670.591,0,10.5,0,1,0,0,0,0,1,1,0,0,0,10,0,1,0
"9013",2369,0,1991,35,5,0,0,6700,0,10.5,0,1,0,0,0,0,1,1,0,0,0,10,0,1,0
"9014",2369,0,1994,38,4,0,0,9000,0,10.5,0,1,0,0,0,0,0,0,0,0,0,10,1,1,0
"9015",2370,1,1984,25,9,0,0,9000,0,11.5,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0
"9016",2370,1,1986,27,10,0,0,6540,0,11.5,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0
"9017",2370,1,1987,28,9,1,3.396562,7000,0,11.5,0,0,1,0,0,0,1,0,1,0,0,6,0,1,0
"9018",2370,1,1988,29,10,0,0,3409.137,0,11.5,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0
"9019",2371,1,1987,25,6,1,3.396562,7000,0,13.5,0,0,0,1,0,0,1,0,0,0,1,3,0,0,0
"9020",2372,0,1991,25,8,0,0,6700,0,13.5,0,0,0,1,0,0,1,0,0,0,1,4,1,0,0
"9021",2372,0,1994,28,8,0,0,9000,0,13.5,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0
"9022",2373,0,1984,47,7,0,0,3200,1,10.5,1,1,0,0,0,0,1,0,1,0,0,3,0,1,0
"9023",2373,0,1985,48,7,0,0,3200,1,10.5,1,1,0,0,0,0,1,0,1,0,0,5,0,1,0
"9024",2373,0,1986,49,7,0,0,4200,1,10.5,1,1,0,0,0,0,1,0,1,0,0,2,0,1,0
"9025",2373,0,1987,50,7,1,7.649712,4500,1,10.5,1,1,0,0,0,0,1,0,1,0,0,2,0,1,0
"9026",2373,0,1988,51,5,0,0,4800,1,10.5,1,1,0,0,0,0,1,0,1,0,0,4,0,1,0
"9027",2373,0,1991,54,8,0,0,3800,1,10.5,1,1,0,0,0,0,1,0,1,0,0,3,1,1,0
"9028",2373,0,1994,57,3,0,0,6200,0,10.5,1,1,0,0,0,0,1,0,1,0,0,5,0,1,0
"9029",2374,1,1984,48,7,0,0,3200,1,9,1,1,0,0,0,0,0,0,0,0,0,4,0,1,0
"9030",2374,1,1985,49,5,0,0,3200,1,9,1,1,0,0,0,0,0,0,0,0,0,4,0,1,0
"9031",2374,1,1986,50,8,0,0,4200,1,9,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0
"9032",2374,1,1987,51,8,1,6.701853,4500,1,9,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0
"9033",2374,1,1988,52,5,0,0,4800,1,9,1,1,0,0,0,0,0,0,0,0,0,10,0,1,0
"9034",2374,1,1991,55,5,0,0,3800,1,9,1,1,0,0,0,0,0,0,0,0,0,3,0,1,0
"9035",2374,1,1994,58,6,0,0,6200,0,9,1,1,0,0,0,0,0,0,0,0,0,3,0,1,0
"9036",2375,0,1984,45,9,0,0,2700,1,10.5,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0
"9037",2375,0,1985,46,9,0,0,3024,1,10.5,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0
"9038",2375,0,1986,47,8,0,0,2500,1,10.5,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0
"9039",2375,0,1987,48,9,1,7.649712,4000,1,10.5,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0
"9040",2376,1,1986,35,10,0,0,2500,1,10.5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"9041",2377,0,1985,46,6,0,0,5000,1,10.5,1,1,0,0,0,0,1,0,0,1,0,2,0,1,0
"9042",2377,0,1986,47,6,0,0,5000,0,10.5,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0
"9043",2377,0,1987,48,6,1,7.649712,5000,0,10.5,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0
"9044",2377,0,1988,49,6,0,0,6000,0,10.5,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0
"9045",2377,0,1991,52,7,0,0,7530,0,10.5,1,1,0,0,0,0,1,0,1,0,0,4,0,1,0
"9046",2377,0,1994,55,9,0,0,12120,0,10.5,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0
"9047",2378,1,1984,44,7,0,0,3000,1,9,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0
"9048",2378,1,1985,45,8,0,0,5000,1,9,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0
"9049",2378,1,1986,46,8,0,0,5000,0,9,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0
"9050",2378,1,1987,47,8,1,6.701853,5000,0,9,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0
"9051",2378,1,1988,48,8,0,0,6000,0,9,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0
"9052",2378,1,1991,51,4,0,0,7530,0,9,1,1,0,0,0,0,1,0,1,0,0,1,0,1,0
"9053",2378,1,1994,54,8,0,0,12120,0,9,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0
"9054",2379,0,1991,27,9,0,0,7530,0,11,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0
"9055",2379,0,1994,30,10,0,0,12120,0,11,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0
"9056",2380,1,1991,26,5,0,0,7530,0,9,0,0,0,0,0,0,1,0,1,0,0,6,0,1,0
"9057",2381,0,1994,25,10,0,0,12120,0,11.5,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0
"9058",2382,1,1985,25,10,0,0,700,0,13,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0
"9059",2382,1,1994,34,10,0,0,2210,1,18,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0
"9060",2383,0,1987,30,9,1,7.649712,4400,0,18,0,0,0,0,1,1,1,0,1,0,0,0,0,1,0
"9061",2383,0,1988,31,9,0,0,3500,1,18,1,0,0,0,1,1,1,0,1,0,0,0,0,1,0
"9062",2383,0,1991,34,9,0,0,5000,1,18,1,0,0,0,1,1,1,0,1,0,0,0,0,1,0
"9063",2383,0,1994,37,8,0,0,9000,1,18,0,0,0,0,1,1,1,0,1,0,0,0,0,1,0
"9064",2384,0,1984,40,8,0,0,2620,1,9,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0
"9065",2384,0,1985,41,8,0,0,2700,1,9,1,1,0,0,0,0,1,1,0,0,0,1,0,1,0
"9066",2384,0,1986,42,8,0,0,2700,1,9,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0
"9067",2384,0,1987,43,8,1,7.649712,2700,0,9,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0
"9068",2384,0,1988,44,8,0,0,3600,0,9,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0
"9069",2384,0,1991,47,10,0,0,8680,0,9,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0
"9070",2384,0,1994,50,9,0,0,9920,0,9,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0
"9071",2385,1,1985,45,4,0,0,2700,1,9,1,1,0,0,0,0,0,0,0,0,0,3,0,1,0
"9072",2385,1,1986,46,4,0,0,2700,1,9,1,1,0,0,0,0,0,0,0,0,0,10,0,1,0
"9073",2385,1,1987,47,4,1,6.701853,2700,0,9,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0
"9074",2385,1,1988,48,9,0,0,3600,0,9,1,1,0,0,0,0,0,0,0,0,0,2,0,1,0
"9075",2385,1,1991,51,10,0,0,8680,0,9,1,1,0,0,0,0,1,1,0,0,0,1,0,1,0
"9076",2385,1,1994,54,8,0,0,9920,0,9,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0
"9077",2386,0,1991,25,8,0,0,8680,0,13.5,0,0,0,1,0,0,1,1,0,0,0,3,1,1,0
"9078",2386,0,1994,28,10,0,0,9920,0,13.5,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0
"9079",2387,0,1985,58,4,1,100,4000,0,18,1,0,0,0,1,1,1,0,0,0,1,7,0,0,0
"9080",2387,0,1986,59,4,1,100,4000,0,18,1,0,0,0,1,1,1,0,0,0,1,8,0,0,0
"9081",2387,0,1987,60,4,1,100,4000,0,18,1,0,0,0,1,1,1,0,0,0,1,7,0,0,0
"9082",2387,0,1988,61,4,0,0,6200,0,18,1,0,0,0,1,1,1,0,0,0,1,3,0,0,0
"9083",2388,1,1985,60,7,0,0,4000,0,12,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0
"9084",2388,1,1987,62,7,1,6.701853,4000,0,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"9085",2388,1,1988,63,7,0,0,6200,0,12,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0
"9086",2389,0,1984,35,8,0,0,4300,1,18,1,0,0,0,1,1,1,0,1,0,0,2,0,1,0
"9087",2389,0,1985,36,8,0,0,4500,1,18,1,0,0,0,1,1,1,0,1,0,0,0,0,1,0
"9088",2389,0,1986,37,8,0,0,4500,1,18,1,0,0,0,1,1,1,0,1,0,0,0,0,1,0
"9089",2389,0,1987,38,8,1,7.649712,4500,1,18,1,0,0,0,1,1,1,0,1,0,0,0,0,1,0
"9090",2389,0,1988,39,9,0,0,4900,1,18,1,0,0,0,1,1,1,0,1,0,0,0,0,1,0
"9091",2389,0,1991,42,10,0,0,6000,1,18,1,0,0,0,1,1,1,0,1,0,0,1,0,0,0
"9092",2390,1,1985,31,8,0,0,4500,1,12,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
"9093",2390,1,1986,32,8,0,0,4500,1,12,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
"9094",2390,1,1987,33,8,1,6.701853,4500,1,12,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
"9095",2390,1,1988,34,8,0,0,4900,1,12,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
"9096",2390,1,1994,40,6,0,0,8500,1,12,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0
"9097",2391,1,1984,58,4,0,0,3000,0,15,0,0,0,0,1,0,1,0,1,0,0,16,0,1,0
"9098",2391,1,1985,59,7,0,0,2000,0,15,0,0,0,0,1,0,1,0,1,0,0,7,0,1,0
"9099",2391,1,1986,60,7,0,0,2000,0,15,0,0,0,0,1,0,1,0,1,0,0,9,0,1,0
"9100",2391,1,1987,61,7,1,3.396562,2000,0,15,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0
"9101",2391,1,1988,62,7,0,0,2000,0,15,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0
"9102",2392,0,1985,46,10,0,0,4000,1,16,1,0,0,0,1,0,1,0,1,0,0,1,0,1,0
"9103",2392,0,1986,47,10,0,0,4000,1,16,1,0,0,0,1,0,1,0,1,0,0,5,0,1,0
"9104",2392,0,1987,48,10,1,7.649712,4000,0,16,1,0,0,0,1,0,1,0,1,0,0,1,0,1,0
"9105",2392,0,1988,49,10,0,0,4000,0,16,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0
"9106",2392,0,1991,52,10,0,0,6000,0,16,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0
"9107",2392,0,1994,55,9,0,0,5300,0,16,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0
"9108",2393,1,1985,44,10,0,0,4000,1,11.5,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0
"9109",2393,1,1986,45,10,0,0,4000,1,11.5,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0
"9110",2393,1,1987,46,10,1,6.701853,4000,0,11.5,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
"9111",2393,1,1988,47,10,0,0,4000,0,11.5,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
"9112",2393,1,1991,50,10,0,0,6000,0,11.5,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0
"9113",2393,1,1994,53,9,0,0,5300,0,11.5,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
"9114",2394,0,1985,31,9,0,0,3500,1,14.5,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0
"9115",2394,0,1986,32,9,0,0,3500,1,14.5,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0
"9116",2394,0,1987,33,9,1,7.649712,3500,1,14.5,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0
"9117",2394,0,1988,34,9,0,0,3900,1,14.5,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0
"9118",2394,0,1991,37,8,0,0,5200,1,14.5,1,0,0,0,1,0,1,0,1,0,0,2,0,1,0
"9119",2395,1,1985,30,10,0,0,3500,1,15,1,0,0,0,1,0,0,0,0,0,0,3,0,1,0
"9120",2395,1,1986,31,10,0,0,3500,1,15,1,0,0,0,1,0,0,0,0,0,0,7,0,1,0
"9121",2395,1,1987,32,10,1,6.701853,3500,1,15,1,0,0,0,1,0,0,0,0,0,0,2,0,1,0
"9122",2395,1,1991,36,8,0,0,5200,1,15,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
"9123",2396,0,1984,41,8,0,0,3628,1,11,1,1,0,0,0,0,1,0,1,0,0,2,0,1,0
"9124",2396,0,1985,42,9,0,0,3562,1,11,1,1,0,0,0,0,1,0,1,0,0,2,0,1,0
"9125",2396,0,1986,43,9,0,0,3562,1,11,1,1,0,0,0,0,1,0,1,0,0,5,0,1,0
"9126",2396,0,1987,44,9,1,7.649712,3560,1,11,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0
"9127",2396,0,1988,45,10,0,0,3600,1,11,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0
"9128",2396,0,1991,48,10,0,0,6950,0,11,1,1,0,0,0,0,1,1,0,0,0,1,0,1,0
"9129",2396,0,1994,51,9,0,0,10320,0,11,1,1,0,0,0,0,1,0,1,0,0,3,0,1,0
"9130",2397,1,1985,43,8,0,0,3562,1,11,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0
"9131",2397,1,1986,44,8,0,0,3562,1,11,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0
"9132",2397,1,1987,45,8,1,6.701853,3560,1,11,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0
"9133",2397,1,1988,46,8,0,0,3600,1,11,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0
"9134",2397,1,1991,49,10,0,0,6950,0,11,1,1,0,0,0,0,0,0,0,0,0,2,0,1,0
"9135",2397,1,1994,52,9,0,0,10320,0,11,1,1,0,0,0,0,1,0,1,0,0,2,0,1,0
"9136",2398,0,1991,25,10,0,0,6950,0,13,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
"9137",2398,0,1994,28,10,0,0,10320,0,18,0,0,0,0,1,1,1,0,1,0,0,1,0,1,0
"9138",2399,0,1985,46,9,0,0,3800,1,18,1,0,0,0,1,1,1,0,1,0,0,0,0,1,0
"9139",2399,0,1986,47,9,0,0,3800,1,18,1,0,0,0,1,1,1,0,1,0,0,0,0,1,0
"9140",2399,0,1987,48,9,1,7.649712,3800,0,18,1,0,0,0,1,1,1,0,1,0,0,0,0,1,0
"9141",2399,0,1988,49,7,0,0,4400,0,18,0,0,0,0,1,1,1,0,1,0,0,0,0,1,0
"9142",2399,0,1991,52,10,0,0,5000,0,18,0,0,0,0,1,1,1,0,1,0,0,0,0,1,0
"9143",2400,1,1984,45,7,1,50,4400,1,11.5,1,0,1,0,0,0,1,0,1,0,0,5,0,1,0
"9144",2400,1,1985,46,5,1,50,3800,1,11.5,1,0,1,0,0,0,1,0,1,0,0,4,0,1,0
"9145",2400,1,1986,47,5,1,50,3800,1,11.5,1,0,1,0,0,0,0,0,0,0,0,7,0,1,0
"9146",2401,0,1994,27,10,0,0,6000,0,13,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
"9147",2402,0,1985,25,10,0,0,2000,1,11.5,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0
"9148",2402,0,1986,26,9,0,0,2050,1,11.5,1,0,1,0,0,0,1,0,1,0,0,3,0,1,0
"9149",2402,0,1987,27,10,1,7.649712,2400,1,11.5,1,0,1,0,0,0,1,0,1,0,0,4,0,1,0
"9150",2402,0,1988,28,9,0,0,2300,1,11.5,1,0,1,0,0,0,1,0,1,0,0,3,0,1,0
"9151",2402,0,1991,31,9,0,0,2900,1,11.5,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0
"9152",2402,0,1994,34,8,0,0,3680,1,11.5,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0
"9153",2403,1,1985,26,7,0,0,2000,1,13,1,0,0,0,1,0,0,0,1,0,0,10,0,1,0
"9154",2403,1,1986,27,4,0,0,2050,1,13,1,0,0,0,1,0,0,0,1,0,0,3,0,1,0
"9155",2403,1,1988,29,5,0,0,2300,1,13,1,0,0,0,1,0,1,0,1,0,0,12,0,1,0
"9156",2403,1,1994,35,5,0,0,3680,1,13,1,0,0,0,1,0,1,0,1,0,0,6,0,1,0
"9157",2404,0,1984,31,3,0,0,1800,1,9,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0
"9158",2404,0,1985,32,3,0,0,1200,1,9,1,1,0,0,0,0,1,1,0,0,0,1,0,1,0
"9159",2404,0,1986,33,4,0,0,2000,1,9,1,1,0,0,0,0,1,1,0,0,0,5,0,1,0
"9160",2404,0,1987,34,9,1,7.649712,2700,1,9,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0
"9161",2404,0,1988,35,8,0,0,1500,1,9,1,1,0,0,0,0,0,0,0,0,0,2,0,1,0
"9162",2404,0,1991,38,8,0,0,3300,1,9,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0
"9163",2404,0,1994,41,8,0,0,4500,1,9,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0
"9164",2405,1,1984,27,10,0,0,1800,1,12,1,0,1,0,0,0,0,0,1,0,0,4,0,1,0
"9165",2405,1,1985,28,10,0,0,1200,1,12,1,0,1,0,0,0,1,1,0,0,0,1,0,1,0
"9166",2405,1,1988,31,10,0,0,1500,1,12,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0
"9167",2405,1,1991,34,8,0,0,3300,1,12,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0
"9168",2405,1,1994,37,10,0,0,4500,1,12,1,0,1,0,0,0,1,0,1,0,0,3,0,1,0
"9169",2406,1,1984,30,8,0,0,1700,1,11.5,0,0,1,0,0,0,1,0,1,0,0,4,0,1,0
"9170",2406,1,1991,37,10,0,0,4100,1,11.5,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
"9171",2406,1,1994,40,5,0,0,5000,1,11.5,1,0,1,0,0,0,0,0,0,0,0,9,0,1,0
"9172",2407,0,1985,28,8,0,0,3500,1,11.5,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0
"9173",2407,0,1986,29,8,0,0,2500,1,11.5,1,0,1,0,0,0,1,0,0,0,1,5,0,0,0
"9174",2407,0,1987,30,9,1,7.649712,2700,1,11.5,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0
"9175",2407,0,1988,31,8,0,0,3450,1,11.5,1,0,1,0,0,0,1,0,0,0,1,4,0,0,0
"9176",2407,0,1991,34,0,0,0,4100,1,11.5,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0
"9177",2407,0,1994,37,7,0,0,5000,1,11.5,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0
"9178",2408,0,1984,29,8,0,0,2600,1,10.5,1,1,0,0,0,0,1,1,0,0,0,1,0,1,0
"9179",2408,0,1985,30,10,0,0,1800,1,10.5,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0
"9180",2408,0,1986,31,10,0,0,2000,1,10.5,1,1,0,0,0,0,1,1,0,0,0,1,0,1,0
"9181",2408,0,1987,32,9,1,7.649712,2200,1,10.5,1,1,0,0,0,0,1,1,0,0,0,6,0,1,0
"9182",2408,0,1988,33,9,0,0,3000,1,10.5,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0
"9183",2408,0,1991,36,9,0,0,2449,1,10.5,1,1,0,0,0,0,1,1,0,0,0,6,0,1,0
"9184",2408,0,1994,39,8,0,0,4500,1,10.5,1,1,0,0,0,0,1,1,0,0,0,2,0,1,0
"9185",2409,1,1984,26,10,0,0,2600,1,10.5,1,1,0,0,0,0,1,0,1,0,0,7,1,1,0
"9186",2409,1,1985,27,7,0,0,1800,1,10.5,1,1,0,0,0,0,0,0,0,0,0,2,0,1,0
"9187",2409,1,1988,30,9,0,0,3000,1,10.5,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0
"9188",2409,1,1991,33,9,0,0,2449,1,10.5,1,1,0,0,0,0,0,0,0,0,0,3,0,1,0
"9189",2409,1,1994,36,8,0,0,4500,1,10.5,1,1,0,0,0,0,0,0,0,0,0,2,0,1,0
"9190",2410,0,1984,64,10,0,0,1800,0,9,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0
"9191",2411,1,1984,63,3,1,90,1800,0,9,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0
"9192",2411,1,1985,64,3,1,90,1800,0,9,1,1,0,0,0,0,0,0,0,0,0,4,0,1,0
"9193",2412,0,1985,58,10,0,0,2600,0,10.5,1,1,0,0,0,0,1,0,0,1,0,2,0,1,0
"9194",2412,0,1986,59,10,0,0,3728.103,0,10.5,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0
"9195",2412,0,1987,60,10,1,7.649712,3759.101,0,10.5,1,1,0,0,0,0,1,0,0,1,0,0,0,1,1
"9196",2412,0,1988,61,10,0,0,3850,0,10.5,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0
"9197",2412,0,1991,64,10,0,0,4400,0,10.5,1,1,0,0,0,0,1,0,0,1,0,3,0,1,1
"9198",2413,1,1984,56,5,0,0,2834.968,0,9,1,1,0,0,0,0,0,0,0,0,0,8,0,1,0
"9199",2413,1,1986,58,7,0,0,3022.586,0,9,1,1,0,0,0,0,0,0,0,0,0,9,0,1,0
"9200",2413,1,1987,59,8,1,6.701853,3099.346,0,9,1,1,0,0,0,0,0,0,0,0,0,3,0,1,0
"9201",2413,1,1988,60,4,0,0,3850,0,9,1,1,0,0,0,0,1,0,1,0,0,3,0,1,0
"9202",2413,1,1991,63,8,0,0,4400,0,9,1,1,0,0,0,0,1,0,1,0,0,3,0,1,0
"9203",2414,0,1984,43,7,0,0,2500,0,10.5,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0
"9204",2414,0,1985,44,5,0,0,3000,0,10.5,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0
"9205",2414,0,1986,45,4,0,0,2947.546,0,10.5,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0
"9206",2414,0,1987,46,5,1,7.649712,3000,0,10.5,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0
"9207",2414,0,1988,47,6,0,0,2500,0,10.5,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0
"9208",2414,0,1991,50,5,1,20,3000,0,10.5,1,1,0,0,0,0,1,1,0,0,0,0,1,1,0
"9209",2414,0,1994,53,6,0,0,5000,0,10.5,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0
"9210",2415,1,1984,40,9,0,0,2500,0,10.5,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0
"9211",2415,1,1985,41,6,0,0,3000,0,10.5,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0
"9212",2415,1,1987,43,6,1,3.396562,3000,0,10.5,1,1,0,0,0,0,1,0,1,0,0,1,0,1,0
"9213",2415,1,1988,44,5,0,0,2500,0,10.5,1,1,0,0,0,0,1,0,1,0,0,1,0,1,0
"9214",2415,1,1991,47,5,0,0,3000,0,10.5,1,1,0,0,0,0,1,0,1,0,0,50,0,1,0
"9215",2415,1,1994,50,5,0,0,5000,0,10.5,1,1,0,0,0,0,1,0,1,0,0,1,0,1,0
"9216",2416,0,1994,27,2,0,0,5000,0,9,0,1,0,0,0,0,1,0,1,0,0,12,3,1,0
"9217",2417,1,1984,54,7,0,0,3750,0,10.5,0,1,0,0,0,0,1,0,1,0,0,5,0,1,0
"9218",2417,1,1985,55,5,0,0,2500,0,10.5,0,1,0,0,0,0,1,0,1,0,0,7,0,1,0
"9219",2417,1,1986,56,5,0,0,4500,0,10.5,0,1,0,0,0,0,1,0,1,0,0,5,0,1,0
"9220",2417,1,1987,57,5,1,3.396562,4400,0,10.5,0,1,0,0,0,0,1,0,1,0,0,2,1,1,0
"9221",2417,1,1988,58,3,0,0,2208,0,10.5,0,1,0,0,0,0,1,0,1,0,0,4,1,1,0
"9222",2417,1,1991,61,2,0,0,3233,0,10.5,0,1,0,0,0,0,0,0,0,0,0,3,0,1,0
"9223",2417,1,1994,64,5,0,0,3600,0,10.5,0,1,0,0,0,0,0,0,0,0,0,3,0,1,0
"9224",2418,1,1984,30,8,0,0,3750,0,11,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0
"9225",2418,1,1985,31,4,0,0,2500,0,11,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0
"9226",2418,1,1986,32,3,0,0,4500,0,11,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0
"9227",2418,1,1987,33,1,1,6.701853,4400,0,11,0,1,0,0,0,0,0,0,0,0,0,3,0,1,0
"9228",2418,1,1988,34,8,0,0,2208,0,11,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
"9229",2418,1,1991,37,4,0,0,3233,0,11,0,1,0,0,0,0,1,0,1,0,0,4,0,1,0
"9230",2418,1,1994,40,6,0,0,3600,0,11,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0
"9231",2419,0,1984,62,5,1,80,1800,0,9,1,1,0,0,0,0,0,0,0,0,0,3,0,1,0
"9232",2419,0,1985,63,7,1,80,1980,0,9,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0
"9233",2419,0,1986,64,5,1,80,1900,0,9,1,1,0,0,0,0,0,0,0,0,0,7,0,1,0
"9234",2420,1,1984,62,5,0,0,1800,0,9,1,1,0,0,0,0,0,0,0,0,0,2,0,1,0
"9235",2420,1,1985,63,7,0,0,1980,0,9,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0
"9236",2420,1,1986,64,6,0,0,1900,0,9,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0
"9237",2421,0,1984,44,10,0,0,2300,0,9,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0
